startphrase,ending1,ending2,labels
Tubuhnya seperti ranting pohon.,Tubuhnya kuat.,Tubuhnya lemah.,1
Dia bagaikan Malaikat yang membawa segudang kebahagiaan.,Dia selalu ceria.,Dia  selalu murung.,0
Dia bagaikan  padang pasir yang gersang dan tandus.,Dia selalu ceria.,Dia  selalu murung.,1
Mengambil pendidikan S3 ibarat berlari di atas hamparan beling.,Mengambil pendidikan S3 menderita.,Mengambil pendidikan S3 menyenangkan.,0
Mengambil pendidikan S3 ibarat berjalan di taman bunga.,Mengambil pendidikan S3 menderita.,Mengambil pendidikan S3 menyenangkan.,1
Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum.,Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.,Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.,0
Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.,Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.,Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.,1
Budi makan seolah-olah dia akan mati esok.,Budi makan rakus.,Budi makan irit.,0
Budi makan seolah-olah itu makanan terakhir yang dimilikinya.,Budi makan rakus.,Budi makan irit.,1
Dito mengendarai mobil seolah-olah dia anak pemilik jalan.,Dito mengendarai mobil sembarangan dan urakan.,Dito mengendarai mobil hati-hati.,0
Dito mengendarai mobil seolah-olah cicilan mobil belum lunas.,Dito mengendarai mobil sembarangan dan urakan.,Dito mengendarai mobil hati-hati.,1
Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon.,Mencari kerja di tengah pandemi sulit.,Mencari kerja di tengah pandemi mudah.,0
Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi.,Mencari kerja di tengah pandemi sulit.,Mencari kerja di tengah pandemi mudah.,1
Rasa penasaranku setara dengan burj khalifa.,Rasa penasaranku tinggi.,Rasa penasaranku rendah.,0
Rasa penasaranku setara dengan kurcaci.,Rasa penasaranku tinggi.,Rasa penasaranku rendah.,1
Keluargaku adalah hartaku.,Keluargaku berharga.,Keluargaku beban.,0
Keluargaku adalah utangku.,Keluargaku berharga.,Keluargaku beban.,1
Kasihku padamu bagai kayu berselimut api.,Kasihku padamu sementara.,Kasihku padamu abadi.,0
Kasihku padamu bagai panasnya api.,Kasihku padamu sementara.,Kasihku padamu abadi.,1
Kulkas rumahmu seperti kantong Doraemon.,Kulkas rumahmu serba ada.,Kulkas rumahmu kosong.,0
Kulkas rumahmu seperti saldo tabunganku.,Kulkas rumahmu serba ada.,Kulkas rumahmu kosong.,1
Masa depanmu layaknya kota Jakarta di malam hari.,Masa depanmu cerah.,Masa depanmu gelap.,0
Masa depanmu layaknya hutan Alas Purwo di malam hari.,Masa depanmu cerah.,Masa depanmu gelap.,1
Pikirannya bak kaca rumah yang baru selesai dibersihkan.,Pikirannya jernih.,Pikirannya keruh.,0
Pikirannya bak air cucian ban di bengkel.,Pikirannya jernih.,Pikirannya keruh.,1
Mengejar cita-cita ibarat mendaki gunung Everest.,Mengejar cita-cita sulit.,Mengejar cita-cita mudah.,0
Mengejar cita-cita ibarat membalikkan telapak tangan.,Mengejar cita-cita sulit.,Mengejar cita-cita mudah.,1
"Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai.","Membeli mobil, namun tidak memakainya sia-sia.","Membeli mobil, namun tidak memakainya berguna.",0
"Membeli mobil, namun tidak memakainya bak menampung air dalam ember.","Membeli mobil, namun tidak memakainya sia-sia.","Membeli mobil, namun tidak memakainya berguna.",1
Tubuhku dulu sudah seperti tiang listrik.,Tubuhku dulu tinggi dan kurus.,Tubuhku dulu pendek.,0
Tubuhku dulu sudah seperti ucok baba.,Tubuhku dulu tinggi dan kurus.,Tubuhku dulu pendek.,1
Belajar menyetir adalah perjalanan menuju puncak gunung.,Belajar menyetir sulit.,Belajar menyetir mudah.,0
Belajar menyetir adalah perjalanan santai di pinggir pantai.,Belajar menyetir sulit.,Belajar menyetir mudah.,1
Perjuangan masuk ITB adalah usaha mencium siku sendiri.,Perjuangan masuk ITB sulit.,Perjuangan masuk ITB mudah.,0
Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri.,Perjuangan masuk ITB sulit.,Perjuangan masuk ITB mudah.,1
Menikah dengannya itu bagai melihat Yesus ibadah haji.,Menikah dengannya mustahil.,Menikah dengannya mungkin.,0
Menikah dengannya itu bagai melihat Rihanna konser di Indonesia.,Menikah dengannya mustahil.,Menikah dengannya mungkin.,1
Kelas ini nampak seperti pasar ikan.,Kelas ini kotor dan berisik.,Kelas ini bersih.,0
Kelas ini nampak seperti toilet mal mewah.,Kelas ini kotor dan berisik.,Kelas ini bersih.,1
Kulit wajahnya bagai tembok bangunan hasil dempul.,Kulit wajahnya halus.,Kulit wajahnya kasar.,0
Kulit wajahnya bagai jalan raya belum diaspal.,Kulit wajahnya halus.,Kulit wajahnya kasar.,1
Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan.,Sudah seminggu ini kampung halamanku ramai.,Sudah seminggu ini kampung halamanku sepi.,0
Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam.,Sudah seminggu ini kampung halamanku ramai.,Sudah seminggu ini kampung halamanku sepi.,1
Menyetrika baju adalah perjalanan panjang di padang pasir.,Menyetrika baju melelahkan.,Menyetrika baju menyenangkan.,0
Menyetrika baju adalah jalan-jalan di mal mewah.,Menyetrika baju melelahkan.,Menyetrika baju menyenangkan.,1
Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang.,Menunggu season 2 seri ini lama sekali.,Menunggu season 2 seri ini cepat.,0
Menunggu season 2 seri ini bagai kedipan mata.,Menunggu season 2 seri ini lama sekali.,Menunggu season 2 seri ini cepat.,1
Kedatangannya adalah hujan di tengah gurun.,Kedatangannya berkah.,Kedatangannya musibah.,0
Kedatangannya adalah banjir di siang bolong.,Kedatangannya berkah.,Kedatangannya musibah.,1
Belajar bahasa Mandarin seperti berenang di saat kaki keram.,Belajar bahasa Mandarin sulit.,Belajar bahasa Mandarin mudah.,0
Belajar bahasa Mandarin seperti berenang menggunakan pelampung.,Belajar bahasa Mandarin sulit.,Belajar bahasa Mandarin mudah.,1
Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat.,Cerita film ini kompleks.,Cerita film ini sederhana.,0
Cerita film ini sudah seperti satu ditambah satu sama dengan dua.,Cerita film ini kompleks.,Cerita film ini sederhana.,1
Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya.,Perbuatanmu berdosa.,Perbuatanmu tidak ada yang salah.,0
Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal.,Perbuatanmu berdosa.,Perbuatanmu tidak ada yang salah.,1
Hidup adalah perjuangan mencari jarum di tumpukan jerami.,Hidup itu sulit.,Hidup itu mudah.,0
Hidup adalah perjuangan membersihkan hati mata.,Hidup itu sulit.,Hidup itu mudah.,1
Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan.,Kesabaranmu panjang.,Kesabaranmu pendek.,0
Kesabaranmu bagaikan rambut bondol polwan.,Kesabaranmu panjang.,Kesabaranmu pendek.,1
Alur cerita buku ini sedalam samudera Hindia.,Alur cerita buku ini dalam.,Alur cerita buku ini dangkal.,0
Alur cerita buku ini sedalam selokan sebelah rumahku.,Alur cerita buku ini dalam.,Alur cerita buku ini dangkal.,1
Tulisanmu sudah seperti lemari baju Marie Kondo.,Tulisanmu rapi.,Tulisanmu berantakan.,0
Tulisanmu sudah seperti hasil gambar anak TK.,Tulisanmu rapi.,Tulisanmu berantakan.,1
Pengalamanmu itu ibarat lukisan Van Gogh.,Pengalamanmu itu berharga.,Pengalamanmu itu tidak berharga.,0
Pengalamanmu itu ibarat kertas bungkus gorengan.,Pengalamanmu itu berharga.,Pengalamanmu itu tidak berharga.,1
Pernikahan adalah sajadah tempat kita beribadah.,Pernikahan itu suci.,Pernikahan itu profan.,0
Pernikahan adalah air liur anjing.,Pernikahan itu suci.,Pernikahan itu profan.,1
Putus cinta ibarat teriris pisau saat mengupas mangga muda.,Putus cinta itu perih dan menyakitkan.,Putus cinta itu manis dan menyenangkan.,0
Putus cinta ibarat mengigit apel ranum yang baru dipetik.,Putus cinta itu perih dan menyakitkan.,Putus cinta itu manis dan menyenangkan.,1
Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya.,Perasaanku saat ini bahagia.,Perasaanku saat ini sedih.,0
Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya.,Perasaanku saat ini bahagia.,Perasaanku saat ini sedih.,1
Tas yang dia beli seharga uang makanku tiga bulan.,Tas yang dia beli mahal.,Tas yang dia beli murah.,0
Tas yang dia beli seharga uang parkir Indomaret.,Tas yang dia beli mahal.,Tas yang dia beli murah.,1
Sepatunya sudah seperti badak bercula satu.,Sepatunya langka.,Sepatunya pasaran.,0
Sepatunya sudah seperti burung gereja di halaman sekolah.,Sepatunya langka.,Sepatunya pasaran.,1
Mengerjakan skripsi adalah perjalanan di atas serpihan kaca.,Mengerjakan skripsi sulit dan menderita.,Mengerjakan skripsi mudah dan menyenangkan.,0
Mengerjakan skripsi adalah perjalanan di atas karpet bulu.,Mengerjakan skripsi sulit dan menderita.,Mengerjakan skripsi mudah dan menyenangkan.,1
Hidupku sudah seperti kembang gula anak-anak.,Hidupku manis dan berwarna.,Hidupku monoton dan hitam putih.,0
Hidupku sudah seperti kertas hasil fotokopi.,Hidupku manis dan berwarna.,Hidupku monoton dan hitam putih.,1
Sikapmu padaku bagai kopi sisa semalam.,Sikapmu padaku dingin.,Sikapmu padaku hangat.,0
Sikapmu padaku bagai kopi yang baru dibuat.,Sikapmu padaku dingin.,Sikapmu padaku hangat.,1
Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade.,Seorang pelajar harus memiliki jiwa tangguh.,Seorang pelajar harus memiliki jiwa rentan.,0
Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit.,Seorang pelajar harus memiliki jiwa tangguh.,Seorang pelajar harus memiliki jiwa rentan.,1
Rumah kawanku sudah bak istana presiden.,Rumah kawanku besar dan mewah.,Rumah kawanku kecil dan sempit.,0
Rumah kawanku sudah bak toilet kereta ekonomi.,Rumah kawanku besar dan mewah.,Rumah kawanku kecil dan sempit.,1
Parfum baru ini sewangi bunga mawar yang mekar di taman.,Parfum ini harum.,Parfum ini bau busuk.,0
Parfum baru ini sewangi bunga bangkai yang mekar di hutan.,Parfum ini harum.,Parfum ini bau busuk.,1
Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir.,Gaji yang kuterima kecil.,Gaji yang kuterima besar.,0
Gaji yang kuterima ibarat gudang penyimpanan beras bulog.,Gaji yang kuterima kecil.,Gaji yang kuterima besar.,1
Wajahnya bak sayuran yang baru dipetik dari kebun.,Wajahnya segar.,Wajahnya layu.,0
Wajahnya bak sayuran yang sudah dua minggu di kulkas.,Wajahnya segar.,Wajahnya layu.,1
Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight.,Aku dan dia pasangan yang berakhir bahagia.,Aku dan dia pasangan yang tidak berakhir bahagia.,0
Aku dan dia adalah Rose dan Jack di Titanic.,Aku dan dia pasangan yang berakhir bahagia.,Aku dan dia pasangan yang tidak berakhir bahagia.,1
Nyanyianmu seperti teriakan bayi yang ingin ganti popok.,Nyanyianmu tidak merdu.,Nyanyianmu merdu.,0
Nyanyianmu seperti kicauan burung di pagi hari.,Nyanyianmu tidak merdu.,Nyanyianmu merdu.,1
Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit.,Hadiah ulang tahunku tahun ini satu atau sedikit.,Hadiah ulang tahunku tahun ini banyak.,0
Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit.,Hadiah ulang tahunku tahun ini satu atau sedikit.,Hadiah ulang tahunku tahun ini banyak.,1
Potongan rambutmu bak putri-putri di film Disney.,Potongan rambutmu indah dan cantik.,Potongan rambutmu jelek dan berantakan.,0
Potongan rambutmu bak Tarzan.,Potongan rambutmu indah dan cantik.,Potongan rambutmu jelek dan berantakan.,1
Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun.,Waktu yang kuhabiskan untuk menunggu barang ini sangat lama.,Waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.,0
Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata.,Waktu yang kuhabiskan untuk menunggu barang ini sangat lama.,Waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.,1
Pekerjaan ini dapat kuselesaikan dengan jentikan jari.,Pekerjaan ini dapat kuselesaikan dengan mudah.,Pekerjaan ini dapat kuselesaikan dengan sulit.,0
Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat.,Pekerjaan ini dapat kuselesaikan dengan mudah.,Pekerjaan ini dapat kuselesaikan dengan sulit.,1
Hidup tanpa ilmu bagai kamar tanpa lampu.,Hidup tanpa ilmu itu gelap.,Hidup tanpa ilmu itu terang.,0
Hidup tanpa ilmu bagai lampu bohlam 100 watt.,Hidup tanpa ilmu itu gelap.,Hidup tanpa ilmu itu terang.,1
Dia sudah lama hidup berpangku tangan.,Dia sudah lama hidup bergantung kepada keluarga.,Dia sudah lama hidup memikul beban keluarga.,0
Dia sudah lama hidup menjadi tulang punggung.,Dia sudah lama hidup bergantung kepada keluarga.,Dia sudah lama hidup memikul beban keluarga.,1
Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih.,Pernikahan itu menyenangkan.,Pernikahan itu menderita.,0
Pernikahan adalah perjalanan di padang pasir mencari sumber air.,Pernikahan itu menyenangkan.,Pernikahan itu menderita.,1
Anak kecil adalah kertas putih yang masih kosong.,Anak kecil itu suci.,Anak kecil itu profan.,0
Anak kecil adalah kertas gorengan yang penuh dengan minyak.,Anak kecil itu suci.,Anak kecil itu profan.,1
Dia kini sudah sebesar kingkong.,Dia kini tubuhnya besar.,Dia kini tubuhnya kecil.,0
Dia kini sudah sebesar tikus.,Dia kini tubuhnya besar.,Dia kini tubuhnya kecil.,1
Kalau sedang lapar dia seperti anak ayam yang belum diberi makan.,Kalau sedang lapar dia berisik.,Kalau sedang lapar dia tenang.,0
Kalau sedang lapar dia seperti air sungai yang sangat dalam.,Kalau sedang lapar dia berisik.,Kalau sedang lapar dia tenang.,1
Beban yang kutanggung sudah seperti sekarung kapas.,Beban yang kutanggung ringan.,Beban yang kutanggung berat.,0
Beban yang kutanggung sudah seperti sebongkah beton.,Beban yang kutanggung ringan.,Beban yang kutanggung berat.,1
Hadiah dari ibu ibarat emas 24 karat.,Hadiah dari ibu berharga.,Hadiah dari ibu tidak berharga.,0
Hadiah dari ibu ibarat sekarung besi berkarat.,Hadiah dari ibu berharga.,Hadiah dari ibu tidak berharga.,1
Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka.,Aku merasa lapar sekali.,Aku merasa kenyang sekali.,0
Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang.,Aku merasa lapar sekali.,Aku merasa kenyang sekali.,1
Cuaca di Surabaya sepanas gerbang neraka jahanam.,Cuaca di Surabaya panas sekali.,Cuaca di Surabaya sejuk sekali.,0
Cuaca di Surabaya sepanas kulkas dua pintu.,Cuaca di Surabaya panas sekali.,Cuaca di Surabaya sejuk sekali.,1
Masakan ibumu layaknya makanan yang dibawakan langsung dari surga.,Masakan ibumu luar biasa enak.,Masakan ibumu sangat tidak enak.,0
Masakan ibumu layaknya makanan sisa yang telah dijilati kucing.,Masakan ibumu luar biasa enak.,Masakan ibumu sangat tidak enak.,1
Kasur hotel ini selembut hamparan kapas dan kain sutra.,Kasur hotel ini empuk dan lembut.,Kasur hotel ini keras sekali.,0
Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah.,Kasur hotel ini empuk dan lembut.,Kasur hotel ini keras sekali.,1
Handphone miliknya bagai barang ajaib Doraemon.,Handphone miliknya canggih.,Handphone miliknya kuno.,0
Handphone miliknya bagai baju hangat nenek buyutku.,Handphone miliknya canggih.,Handphone miliknya kuno.,1
Rambutku setebal buku-buku Harry Potter.,Rambutku tebal.,Rambutku tipis.,0
Rambutku setebal isi dompetku di akhir bulan.,Rambutku tebal.,Rambutku tipis.,1
Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur.,Lagu yang kau nyanyikan merdu.,Lagu yang kau nyanyikan berisik dan mengganggu.,0
Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau.,Lagu yang kau nyanyikan merdu.,Lagu yang kau nyanyikan berisik dan mengganggu.,1
Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga.,Gaun pengantin yang ia kenakan indah dan cantik.,Gaun pengantin yang ia kenakan jelek.,0
Gaun pengantin yang ia kenakan bak daster ibu-ibu yang hendak pergi ke pasar.,Gaun pengantin yang ia kenakan indah dan cantik.,Gaun pengantin yang ia kenakan jelek.,1
Rasa sakit ini bagai dihujani ratusan panah yang mendarat langsung di tubuhku.,Rasa sakit ini sakit sekali.,Rasa sakit ini tidak sakit sama sekali.,0
Rasa sakit ini bagai digigit anak semut.,Rasa sakit ini sakit sekali.,Rasa sakit ini tidak sakit sama sekali.,1
Penjelasanmu sejelas penglihatan orang rabun tanpa kacamata.,Penjelasanmu tidak jelas.,Penjelasanmu jelas.,0
Penjelasanmu sejelas video youtube dengan resolusi HD.,Penjelasanmu tidak jelas.,Penjelasanmu jelas.,1
Suaranya sudah seperti komando pemimpin upacara bendera.,Suaranya lantang.,Suaranya sayup.,0
Suaranya sudah seperti bisikan ibu yang tidak ingin membangunkan bayinya.,Suaranya lantang.,Suaranya sayup.,1
Sikapnya akhir-akhir ini ibarat suhu Dieng selepas di malam hari.,Sikapnya akhir-akhir ini dingin.,Sikapnya akhir-akhir ini panas.,0
Sikapnya akhir-akhir ini ibarat cuaca Depok di siang bolong.,Sikapnya akhir-akhir ini dingin.,Sikapnya akhir-akhir ini panas.,1
Harapan orang tuaku setinggi menara Burj Khalifa di Dubai.,Harapan orang tuaku tinggi.,Harapan orang tuaku rendah.,0
Harapan orang tuaku setinggi lutut kurcaci Putri Salju.,Harapan orang tuaku tinggi.,Harapan orang tuaku rendah.,1
Perasaan ini sepertinya sudah sedalam palung Mariana.,Perasaan ini dalam.,Perasaan ini dangkal.,0
Perasaan ini sepertinya sudah sedalam kolam renang anak SD.,Perasaan ini dalam.,Perasaan ini dangkal.,1
Ia belanja seolah-olah akan terjadi lockdown besok pagi.,Ia belanja seperti orang kerasukan.,Ia belanja sesuai kebutuhan.,0
Ia belanja seolah-olah tidak membutuhkan apapun karena semua telah dimilikinya di rumah.,Ia belanja seperti orang kerasukan.,Ia belanja sesuai kebutuhan.,1
Amarahku sudah seperti air panas di suhu 100 derajat.,Amarahku mendidih.,Amarahku mereda.,0
Amarahku sudah seperti air hujan yang berhenti turun.,Amarahku mendidih.,Amarahku mereda.,1
Berkencan denganmu bagai berkencan dengan pangeran berkuda putih.,Berkencan denganmu menyenangkan.,Berkencan denganmu memalukan.,0
Berkencan denganmu bagai berkencan dengan pangeran kodok.,Berkencan denganmu menyenangkan.,Berkencan denganmu memalukan.,1
Belajar sejarah adalah hari-hari panjang pasien di rumah sakit.,Belajar sejarah membosankan.,Belajar sejarah menyenangkan.,0
Belajar sejarah adalah tamasya anak-anak ke taman hiburan.,Belajar sejarah membosankan.,Belajar sejarah menyenangkan.,1
Jumlah uang di dompetku seperti jumlah daun pada pohon beringin yang rimbun.,Jumlah uang di dompetku banyak.,Jumlah uang di dompetku tidak ada.,0
Jumlah uang di dompetku seperti jumlah kaki ular.,Jumlah uang di dompetku banyak.,Jumlah uang di dompetku tidak ada.,1
Anak sematawayang adalah mata air di tengah savana.,Anak sematawayang berharga.,Anak sematawayang beban.,0
Anak sematawayang adalah pinjaman online yang tak kunjung lunas.,Anak sematawayang berharga.,Anak sematawayang beban.,1
Daya tangkapmu layaknya internet 5G.,Daya tangkapmu cepat.,Daya tangkapmu lambat.,0
Daya tangkapmu layaknya internet 2G.,Daya tangkapmu cepat.,Daya tangkapmu lambat.,1
